S.No,Date,Open,High,Low,LTP,% Change,Qty,Turnover
2042,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
2043,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
2044,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
2045,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
2046,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
2047,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
2048,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
2049,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
2050,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
2051,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
2052,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
2053,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
2054,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
2055,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
2056,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
2057,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
2058,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
2059,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
2060,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
2061,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
2062,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
2063,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
2064,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
2065,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
2066,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
2067,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
2068,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
2069,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
2070,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
2071,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
2072,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
2073,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
2074,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
2075,9/22/20,862,870,855,862,0,"144,853",124476823.00
2076,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
2077,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
2078,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
2079,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
2080,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
2081,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
2082,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
2083,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
2084,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
2085,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
2086,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
2087,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
2088,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
2089,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
2090,8/31/20,775,847,775,847,10,"346,675",287457233.00
2091,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
2092,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
2093,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
2094,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
2095,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
2096,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
2097,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
2098,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
2099,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
2100,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
2101,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
2102,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
2103,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
2104,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
2105,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
2106,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
2107,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
2108,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
2109,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
2110,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
2111,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
2112,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
2113,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
2114,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
2115,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
2116,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
2117,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
2118,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
2119,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
2120,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
2121,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
2122,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
2123,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
2124,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
2125,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
2126,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
2127,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
2128,7/7/20,462,484,453,484,10,"189,080",91267080.00
2129,7/6/20,400,440,400,440,10,"337,293",145331376.00
2130,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
2131,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
2132,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
2133,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
2134,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
2135,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
2136,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
2137,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
2138,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
2139,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
2140,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
2141,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
2142,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
2143,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
2144,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
2145,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
2146,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
2147,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
2148,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
2149,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
2150,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
2151,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
2152,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
2153,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
2154,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
2155,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
2156,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
2157,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
2158,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
2159,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
2160,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
2161,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
2162,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
2163,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
2164,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
2165,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
2166,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
2167,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
2168,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
2169,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
2170,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
2171,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
2172,9/22/20,862,870,855,862,0,"144,853",124476823.00
2173,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
2174,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
2175,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
2176,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
2177,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
2178,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
2179,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
2180,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
2181,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
2182,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
2183,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
2184,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
2185,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
2186,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
2187,8/31/20,775,847,775,847,10,"346,675",287457233.00
2188,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
2189,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
2190,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
2191,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
2192,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
2193,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
2194,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
2195,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
2196,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
2197,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
2198,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
2199,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
2200,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
2201,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
2202,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
2203,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
2204,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
2205,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
2206,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
2207,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
2208,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
2209,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
2210,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
2211,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
2212,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
2213,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
2214,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
2215,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
2216,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
2217,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
2218,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
2219,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
2220,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
2221,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
2222,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
2223,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
2224,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
2225,7/7/20,462,484,453,484,10,"189,080",91267080.00
2226,7/6/20,400,440,400,440,10,"337,293",145331376.00
2227,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
2228,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
2229,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
2230,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
2231,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
2232,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
2233,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
2234,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
2235,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
2236,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
2237,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
2238,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
2239,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
2240,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
2241,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
2242,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
2243,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
2244,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
2245,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
2246,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
2247,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
2248,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
2249,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
2250,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
2251,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
2252,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
2253,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
2254,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
2255,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
2256,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
2257,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
2258,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
2259,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
2260,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
2261,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
2262,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
2263,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
2264,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
2265,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
2266,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
2267,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
2268,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
2269,9/22/20,862,870,855,862,0,"144,853",124476823.00
2270,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
2271,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
2272,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
2273,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
2274,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
2275,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
2276,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
2277,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
2278,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
2279,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
2280,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
2281,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
2282,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
2283,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
2284,8/31/20,775,847,775,847,10,"346,675",287457233.00
2285,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
2286,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
2287,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
2288,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
2289,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
2290,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
2291,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
2292,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
2293,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
2294,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
2295,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
2296,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
2297,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
2298,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
2299,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
2300,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
2301,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
2302,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
2303,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
2304,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
2305,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
2306,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
2307,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
2308,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
2309,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
2310,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
2311,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
2312,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
2313,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
2314,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
2315,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
2316,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
2317,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
2318,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
2319,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
2320,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
2321,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
2322,7/7/20,462,484,453,484,10,"189,080",91267080.00
2323,7/6/20,400,440,400,440,10,"337,293",145331376.00
2324,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
2325,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
2326,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
2327,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
2328,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
2329,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
2330,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
2331,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
2332,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
2333,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
2334,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
2335,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
2336,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
2337,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
2338,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
2339,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
2340,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
2341,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
2342,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
2343,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
2344,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
2345,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
2346,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
2347,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
2348,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
2349,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
2350,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
2351,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
2352,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
2353,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
2354,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
2355,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
2356,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
2357,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
2358,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
2359,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
2360,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
2361,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
2362,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
2363,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
2364,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
2365,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
2366,9/22/20,862,870,855,862,0,"144,853",124476823.00
2367,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
2368,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
2369,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
2370,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
2371,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
2372,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
2373,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
2374,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
2375,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
2376,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
2377,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
2378,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
2379,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
2380,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
2381,8/31/20,775,847,775,847,10,"346,675",287457233.00
2382,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
2383,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
2384,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
2385,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
2386,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
2387,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
2388,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
2389,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
2390,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
2391,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
2392,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
2393,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
2394,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
2395,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
2396,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
2397,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
2398,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
2399,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
2400,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
2401,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
2402,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
2403,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
2404,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
2405,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
2406,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
2407,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
2408,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
2409,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
2410,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
2411,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
2412,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
2413,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
2414,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
2415,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
2416,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
2417,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
2418,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
2419,7/7/20,462,484,453,484,10,"189,080",91267080.00
2420,7/6/20,400,440,400,440,10,"337,293",145331376.00
2421,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
2422,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
2423,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
2424,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
2425,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
2426,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
2427,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
2428,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
2429,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
2430,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
2431,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
2432,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
2433,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
2434,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
2435,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
2436,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
2437,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
2438,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
2439,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
2440,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
2441,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
2442,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
2443,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
2444,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
2445,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
2446,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
2447,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
2448,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
2449,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
2450,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
2451,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
2452,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
2453,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
2454,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
2455,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
2456,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
2457,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
2458,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
2459,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
2460,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
2461,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
2462,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
2463,9/22/20,862,870,855,862,0,"144,853",124476823.00
2464,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
2465,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
2466,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
2467,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
2468,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
2469,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
2470,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
